id,last_price,volume,server_time,source
389,777751000.0,85.33,2024-02-13 12:03:50.662820,indodax
390,777751000.0,85.33,2024-02-13 12:03:51.782212,indodax
391,777751000.0,85.33,2024-02-13 12:03:52.846383,indodax
392,777751000.0,85.33,2024-02-13 12:03:54.087746,indodax
393,777751000.0,85.33,2024-02-13 12:03:55.215891,indodax
394,777751000.0,85.33,2024-02-13 12:03:56.263917,indodax
395,777751000.0,85.33,2024-02-13 12:03:57.410784,indodax
396,777751000.0,85.33,2024-02-13 12:03:58.574565,indodax
397,777751000.0,85.33,2024-02-13 12:03:59.682912,indodax
398,777751000.0,85.33,2024-02-13 12:04:00.753864,indodax
399,777751000.0,85.33,2024-02-13 12:04:01.934699,indodax
400,777751000.0,85.31,2024-02-13 12:04:03.012646,indodax
401,777751000.0,85.33,2024-02-13 12:04:04.088784,indodax
402,777751000.0,85.31,2024-02-13 12:04:05.215240,indodax
403,777751000.0,85.31,2024-02-13 12:04:06.295370,indodax
404,777751000.0,85.31,2024-02-13 12:04:07.399544,indodax
405,777751000.0,85.31,2024-02-13 12:04:08.530226,indodax
406,777751000.0,85.31,2024-02-13 12:04:09.601414,indodax
407,777751000.0,85.31,2024-02-13 12:04:10.677825,indodax
408,777751000.0,85.31,2024-02-13 12:04:11.850631,indodax
409,777751000.0,85.31,2024-02-13 12:04:12.981514,indodax
410,777751000.0,85.31,2024-02-13 12:04:14.063308,indodax
411,777751000.0,85.31,2024-02-13 12:04:15.179268,indodax
412,777751000.0,85.31,2024-02-13 12:04:16.314899,indodax
413,777751000.0,85.31,2024-02-13 12:04:17.469938,indodax
414,777751000.0,85.31,2024-02-13 12:04:18.516270,indodax
415,777751000.0,85.31,2024-02-13 12:04:19.570420,indodax
416,777751000.0,85.31,2024-02-13 12:04:20.694205,indodax
417,777751000.0,85.31,2024-02-13 12:04:21.807484,indodax
418,777751000.0,85.31,2024-02-13 12:04:22.887055,indodax
419,777751000.0,85.31,2024-02-13 12:04:24.001005,indodax
420,777751000.0,85.31,2024-02-13 12:04:25.045521,indodax
421,777751000.0,85.31,2024-02-13 12:04:26.212423,indodax
422,777751000.0,85.31,2024-02-13 12:04:27.326725,indodax
423,777751000.0,85.31,2024-02-13 12:04:28.379715,indodax
424,777751000.0,85.31,2024-02-13 12:04:29.500738,indodax
425,777751000.0,85.31,2024-02-13 12:04:30.556678,indodax
426,777751000.0,85.31,2024-02-13 12:04:31.629246,indodax
427,777751000.0,85.31,2024-02-13 12:04:32.691530,indodax
428,777751000.0,85.31,2024-02-13 12:04:33.799710,indodax
429,777751000.0,85.31,2024-02-13 12:04:34.928051,indodax
430,777751000.0,85.31,2024-02-13 12:04:36.020606,indodax
431,777751000.0,85.31,2024-02-13 12:04:37.088656,indodax
432,777751000.0,85.31,2024-02-13 12:04:38.268144,indodax
433,777751000.0,85.31,2024-02-13 12:04:39.388796,indodax
434,777751000.0,85.31,2024-02-13 12:04:40.510307,indodax
435,777751000.0,85.31,2024-02-13 12:04:41.644571,indodax
